,stockcode,trade_date,sentiment_score,z_score
101,GOOGL,2018-12-11,0.4813138095238094,0.357037046650142
102,GOOGL,2018-12-10,0.4664677777777777,0.24113798131001485
103,GOOGL,2018-12-07,0.53947,0.811047130640063
104,GOOGL,2018-12-06,0.4581881481481482,0.17650109033118594
105,GOOGL,2018-12-04,0.2706533333333333,-1.287533887337549
106,GOOGL,2018-12-03,0.32718800000000003,-0.8461826132683875
107,GOOGL,2018-11-30,,
108,GOOGL,2018-11-29,0.44728666666666667,0.09139609149106608
109,GOOGL,2018-11-28,0.560164,0.9725997461253206
110,GOOGL,2018-11-27,0.4802816666666666,0.3489793788176375
111,GOOGL,2018-11-26,0.634125,1.5499938214082603
112,GOOGL,2018-11-23,0.7147,2.179021655211519
113,GOOGL,2018-11-21,0.41589,-0.1537094278632787
114,GOOGL,2018-11-20,0.3086415,-0.9909702610453922
115,GOOGL,2018-11-19,0.49183999999999994,0.4392122473133579
116,GOOGL,2018-11-16,0.404168,-0.24521999898138944
117,GOOGL,2018-11-15,0.604705,1.3203196188579422
118,GOOGL,2018-11-14,0.6363,1.5669734743840225
119,GOOGL,2018-11-13,0.4850625,0.3863020872934814
120,GOOGL,2018-11-12,0.25087,-1.441977167661154
121,GOOGL,2018-11-09,,
122,GOOGL,2018-11-08,0.54762,0.8746720371929212
123,GOOGL,2018-11-07,0.5335,0.7644409107479689
124,GOOGL,2018-11-06,,
125,GOOGL,2018-11-05,0.37618666666666667,-0.46366290923386977
126,GOOGL,2018-11-02,0.5871000000000001,1.182882013966768
127,GOOGL,2018-11-01,0.42494666666666653,-0.08300641309676998
128,GOOGL,2018-10-31,0.6492600000000001,1.6681487859085684
129,GOOGL,2018-10-30,0.39494,-0.31726056802062597
130,GOOGL,2018-10-29,0.3527885714285714,-0.6463256850668381
131,GOOGL,2018-10-26,0.43038000000000004,-0.04058980872819637
132,GOOGL,2018-10-25,0.56616,1.0194089411794236
133,GOOGL,2018-10-24,0.49252,0.4445208284735969
134,GOOGL,2018-10-23,0.36635,-0.540455178860653
135,GOOGL,2018-10-22,0.43612333333333336,0.0042468841104844925
136,GOOGL,2018-10-19,,
137,GOOGL,2018-10-18,0.46508999999999995,0.23038203255397627
138,GOOGL,2018-10-17,,
139,GOOGL,2018-10-16,0.404016,-0.24640662300544305
140,GOOGL,2018-10-15,0.3990371428571429,-0.2852752512820457
141,GOOGL,2018-10-12,0.3747200000000001,-0.4751127901677167
142,GOOGL,2018-10-11,0.0132,-3.2974043505345083
143,GOOGL,2018-10-10,0.3700933333333333,-0.511231960022674
144,GOOGL,2018-10-09,0.2886333333333333,-1.1471687560712431
145,GOOGL,2018-10-05,,
146,GOOGL,2018-10-04,0.06586999999999997,-2.8862235127260365
147,GOOGL,2018-10-03,0.355905,-0.621996546829316
148,GOOGL,2018-10-02,,
149,GOOGL,2018-10-01,0.41,-0.19969110879534446
150,GOOGL,2018-09-28,0.45086000000000004,0.11929216503898628
151,GOOGL,2018-09-27,0.5566899999999999,0.9454791417861015
152,GOOGL,2018-09-26,0.22174000000000005,-1.6693874164813698
153,GOOGL,2019-02-11,0.39138,-0.34505255174187455
154,FB,2019-02-08,0.38956,-0.3592608130825128
155,FB,2019-02-07,0.49056000000000005,0.4292196239529098
156,FB,2019-02-06,0.3393642857142857,-0.751125553055832
157,FB,2019-02-05,0.5001933333333334,0.504424523722955
158,FB,2019-02-04,0.442312,0.052560177159987925
159,FB,2019-02-01,0.4075497222222222,-0.21881978298425944
160,FB,2019-01-31,0.3950486363636364,-0.31641247250104215
161,FB,2019-01-30,0.37260857142857134,-0.4915961577198873
162,FB,2019-01-29,0.24225833333333335,-1.509206184462507
163,FB,2019-01-28,0.38684,-0.3804951377234667
164,FB,2019-01-25,0.53518,0.7775562289085582
165,FB,2019-01-24,,
166,FB,2019-01-23,0.38395,-0.4030566076544803
167,FB,2019-01-22,0.3477357777777777,-0.6857715162156264
168,FB,2019-01-18,0.35622,-0.6195374246742059
169,FB,2019-01-17,0.39855,-0.28907824744935984
170,FB,2019-01-16,0.5034966666666667,0.5302127782807802
171,FB,2019-01-15,0.53417,0.7696714245382044
172,FB,2019-01-14,0.65049,1.6777510724189995
173,FB,2019-01-11,0.42413599999999996,-0.08933507455838688
174,FB,2019-01-10,0.5135,0.6083061707409545
175,FB,2019-01-09,0.445237,0.07539488288601386
176,FB,2019-01-08,0.57298,1.0726508875218157
177,FB,2019-01-07,0.43748000000000004,0.014838023974293678
178,FB,2019-01-04,0.35199875,-0.652491613236936
179,FB,2019-01-03,0.6052466666666668,1.3245482680664664
180,FB,2019-01-02,0.54508,0.8548429252120305
181,FB,2018-12-31,0.31547437500000003,-0.9376278029641207
182,FB,2018-12-28,0.31112,-0.971621263390023
183,FB,2018-12-27,0.548095,0.8783802372680878
184,FB,2018-12-26,0.608745,1.3518588363393587
185,FB,2018-12-24,0.3300133333333333,-0.8241259789967302
186,FB,2018-12-21,0.424575,-0.08590791701523275
187,FB,2018-12-20,0.30161999999999994,-1.0457852648933552
188,FB,2018-12-19,0.45493999999999996,0.15114365200041655
189,FB,2018-12-18,0.29147500000000004,-1.1249846117619127
190,FB,2018-12-17,0.4138107142857144,-0.16994186458329247
191,FB,2018-12-14,0.4609666666666667,0.19819225365586407
192,FB,2018-12-13,,
193,FB,2018-12-12,0.35413500000000003,-0.6358144713199367
194,FB,2018-12-11,0.5702320000000001,1.0511979742448523
195,FB,2018-12-10,0.4843316666666668,0.3805966636690596
196,FB,2018-12-07,0.53546,0.7797421152686569
197,FB,2018-12-06,0.35597125,-0.6214793505030429
198,FB,2018-12-04,0.2948161111111111,-1.098901436028519
199,FB,2018-12-03,0.413739,-0.17050171915103277
200,FB,2018-11-30,0.3917249999999999,-0.34235922747675457
201,FB,2018-11-29,0.5918416666666667,1.2198989585767641
202,FB,2018-11-28,0.43662,0.008124230153991848
203,FB,2018-11-27,0.43853,0.02303509782466146
204,FB,2018-11-26,0.47685,0.3221892596781011
205,FB,2018-11-23,0.4493,0.10711365531843868
206,FB,2018-11-21,0.5889833333333333,1.1975847019840944
207,FB,2018-11-20,0.3236396153846153,-0.873883918736787
208,FB,2018-11-19,0.4832799999999999,0.37238657859035523
209,FB,2018-11-16,0.3975733333333333,-0.29670282725303626
210,FB,2018-11-15,0.44496142857142856,0.07324356921834577
211,FB,2018-11-14,0.26878,-1.3021585079848723
212,FB,2018-11-13,0.5657274999999999,1.0160325274267714
213,FB,2018-11-12,0.36782,-0.5289792754701377
214,FB,2018-11-08,0.54762,0.8746720371929212
215,FB,2018-11-07,0.3928133333333333,-0.3338628953747056
216,FB,2018-11-06,0.40492,-0.2393493327571259
217,FB,2018-11-05,0.28485599999999994,-1.1766574039672346
218,FB,2018-11-02,,
219,FB,2018-11-01,0.40585,-0.23208906734679982
220,FB,2018-10-31,0.41641666666666666,-0.1495978797097606
221,FB,2018-10-30,0.4215599999999999,-0.10944522907129094
222,FB,2018-10-29,0.3989633333333333,-0.28585146282254875
223,FB,2018-10-26,0.38582,-0.38845800946382464
224,FB,2018-10-25,0.49608,0.4723128121948455
225,FB,2018-10-24,0.4696533333333333,0.26600677573224357
226,FB,2018-10-23,0.3488100000000001,-0.6773853458468037
227,FB,2018-10-22,0.7760199999999999,2.657730768073024
228,FB,2018-10-19,0.57672,1.1018480839031273
229,FB,2018-10-18,0.6696666666666667,1.827458265629059
230,FB,2018-10-17,0.46211,0.2071179562929317
231,FB,2018-10-16,0.28591,-1.1684291031688647
232,FB,2018-10-15,0.492485,0.4442475926785846
233,FB,2018-10-12,0.31307,-0.9563981262393391
234,FB,2018-10-11,,
235,FB,2018-10-10,0.41758,-0.1405160423326858
236,FB,2018-10-09,0.27845600000000004,-1.2266205207694785
237,FB,2018-10-08,0.39196,-0.3405246442816714
238,FB,2018-10-05,0.40844,-0.2118696185158912
239,FB,2018-10-04,0.18318,-1.9704151952148936
240,FB,2018-10-03,0.10469,-2.5831659823724213
241,FB,2018-10-02,0.4240799999999999,-0.08977225183040696
242,FB,2018-10-01,0.403436,-0.25093453046564623
243,FB,2018-09-28,0.5290600000000001,0.7297789984664126
244,FB,2018-09-27,0.4835466666666667,0.37446837512378317
245,FB,2018-09-26,0.5793999999999999,1.1227701390640663
246,FB,2018-09-25,0.552905,0.9159306422397746
247,FB,2018-09-24,0.37849333333333335,-0.44565536921972737
248,FB,2019-02-11,0.13482,-2.3479489965518545
249,NFLX,2019-02-08,0.5314800000000001,0.7486713020072612
250,NFLX,2019-02-07,0.41744,-0.14160898551273512
251,NFLX,2019-02-06,0.4931266666666667,0.44925691558714326
252,NFLX,2019-02-05,0.7598533333333334,2.531521853234022
253,NFLX,2019-02-04,0.420256,-0.11962521411974719
254,NFLX,2019-02-01,0.38532,-0.392361377964
255,NFLX,2019-01-31,0.425455,-0.07903798845492374
256,NFLX,2019-01-30,0.4051400000000001,-0.2376318506170479
257,NFLX,2019-01-29,0.7914699999999999,2.7783448547284424
258,NFLX,2019-01-28,0.468516,0.2571279135171781
259,NFLX,2019-01-25,0.5830466666666666,1.151238706658679
260,NFLX,2019-01-24,0.4445571428571429,0.07008741697391845
261,NFLX,2019-01-23,0.6738233333333334,1.8599082690938502
262,NFLX,2019-01-22,0.42183922619047626,-0.10726538363863203
263,NFLX,2019-01-18,0.47186999999999996,0.2833117094163542
264,NFLX,2019-01-17,0.50848,0.5691163509991946
265,NFLX,2019-01-16,0.2201924444444444,-1.6814687756970241
266,NFLX,2019-01-15,0.4367599999999999,0.009217173334040308
267,NFLX,2019-01-14,0.33566999999999997,-0.7799658700314133
268,NFLX,2019-01-11,0.4067333333333334,-0.22519311632982283
269,NFLX,2019-01-10,0.4697666666666666,0.26689153925894976
270,NFLX,2019-01-09,0.5569933333333333,0.9478471853428754
271,NFLX,2019-01-08,0.3995225,-0.2814861957165189
272,NFLX,2019-01-07,0.43638857142857146,0.006317528162482285
273,NFLX,2019-01-04,0.40761,-0.2183492102261827
274,NFLX,2019-01-03,0.4030133333333334,-0.2542341779711275
275,NFLX,2019-01-02,0.3946295833333333,-0.3196839092978184
276,NFLX,2018-12-31,0.4877342857142857,0.4071600156862038
277,NFLX,2018-12-28,0.38142800000000004,-0.4227451983693646
278,NFLX,2018-12-27,0.76576,2.5776336464494265
279,NFLX,2018-12-26,0.4612666666666666,0.2005342747559686
280,NFLX,2018-12-24,0.33188,-0.8095534032627422
281,NFLX,2018-12-21,0.5526399999999999,0.9138618569346811
282,NFLX,2018-12-20,0.44482,0.0721394735568676
283,NFLX,2018-12-19,0.4308533333333333,-0.036894619881364187
284,NFLX,2018-12-18,0.0939,-2.667400674606206
285,NFLX,2018-12-17,0.39544250000000003,-0.3133376826779496
286,NFLX,2018-12-14,0.5595100000000001,0.9674941401270918
287,NFLX,2018-12-13,0.5828599999999999,1.14978144908528
288,NFLX,2018-12-12,0.2333,-1.5791415367573158
289,NFLX,2018-12-11,0.3583325,-0.6030456927609649
290,NFLX,2018-12-10,0.4230933333333333,-0.09747489900408567
291,NFLX,2018-12-07,0.33769,-0.7641962612907046
292,NFLX,2018-12-06,0.4131,-0.17549022409425688
293,NFLX,2018-12-04,0.3031375,-1.0339385414953226
294,NFLX,2018-12-03,0.49733125,0.4820809918665342
295,NFLX,2018-11-30,0.6190977777777777,1.432680249673545
296,NFLX,2018-11-29,,
297,NFLX,2018-11-28,0.33183333333333337,-0.8099177176560917
298,NFLX,2018-11-26,0.35698,-0.6136043045539391
299,NFLX,2018-11-23,0.54375,0.8444599650015636
300,NFLX,2018-11-21,0.32095999999999997,-0.8948029713065723
301,NFLX,2018-11-20,-0.044479999999999985,-3.7476969407147376
302,NFLX,2018-11-19,0.460745,0.19646176028745294
303,NFLX,2018-11-16,0.5715949999999999,1.0618385567763284
304,NFLX,2018-11-15,0.5316725,0.7501740988798281
305,NFLX,2018-11-14,0.4521066666666666,0.12902456383275604
306,NFLX,2018-11-13,0.20465999999999998,-1.8027264844473605
307,NFLX,2018-11-12,0.32181,-0.8881672448562741
308,NFLX,2018-11-09,0.23534000000000002,-1.5632157932766002
309,NFLX,2018-11-08,0.52169,0.6722433467738271
310,NFLX,2018-11-07,0.44768,0.09446674137787088
311,NFLX,2018-11-06,0.43151999999999996,-0.03169012854779719
312,NFLX,2018-11-05,0.5634733333333334,0.9984348411051484
313,NFLX,2018-11-02,0.6378,1.578683579884549
314,NFLX,2018-11-01,0.229345,-1.610017181593703
315,NFLX,2018-10-31,0.3462533333333333,-0.6973445701110348
316,NFLX,2018-10-30,0.33466,-0.7878506744017671
317,NFLX,2018-10-29,0.4235909090909091,-0.0935904559269415
318,NFLX,2018-10-26,0.3751,-0.47214623010758433
319,NFLX,2018-10-25,0.4648899999999999,0.22882068515390586
320,NFLX,2018-10-24,0.16315999999999994,-2.126706069961916
321,NFLX,2018-10-23,0.20118,-1.8298939292085807
322,NFLX,2018-10-22,0.4083700000000001,-0.212416090105915
323,NFLX,2018-10-19,0.34508,-0.7065044748581127
324,NFLX,2018-10-18,0.4920257142857144,0.44066206989913864
325,NFLX,2018-10-17,0.5226071428571428,0.6794032398512915
326,NFLX,2018-10-16,0.3981866666666666,-0.29191469522615476
327,NFLX,2018-10-15,0.4474142857142857,0.09239237983206318
328,NFLX,2018-10-12,0.34906,-0.675433661596717
329,NFLX,2018-10-11,0.29867,-1.0688151390443896
330,NFLX,2018-10-10,0.6293949999999999,1.5130679553966004
331,NFLX,2018-10-09,0.15893000000000002,-2.1597285674733984
332,NFLX,2018-10-08,0.46984,0.2674640333056424
333,NFLX,2018-10-04,0.4217400000000001,-0.10804001641122597
334,NFLX,2018-10-03,,
335,NFLX,2018-10-02,0.38172,-0.4204656311652625
336,NFLX,2018-10-01,0.42842,-0.05589101324888391
337,NFLX,2018-09-28,0.473745,0.29794934129201234
338,NFLX,2018-09-27,0.52154,0.6710723362237746
339,NFLX,2018-09-26,0.3901133333333333,-0.3549410852756523
340,NFLX,2018-09-25,,
341,NFLX,2019-02-11,0.29852,-1.069986149594442
